MODL,REPL,NRET,MTHD,NLEA,NINT_TRUE,NINT_ESTI,FN,FP,FNR,FPR,RF
5taxa,1,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,1,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,1,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,1,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,1,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,1,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,1,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,2,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,2,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,2,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,2,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,2,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,2,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,2,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,3,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,3,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,3,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,3,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,3,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,3,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,3,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,4,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,4,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,4,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,4,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,4,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,4,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,4,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,5,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,5,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,5,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,5,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,5,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,5,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,5,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,6,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,6,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,6,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,6,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,6,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,6,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,6,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,7,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,7,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,7,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,7,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,7,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,7,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,7,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,8,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,8,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,8,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,8,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,8,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,8,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,8,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,9,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,9,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,9,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,9,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,9,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,9,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,9,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,10,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,10,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,10,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,10,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,10,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,10,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,10,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,11,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,11,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,11,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,11,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,11,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,11,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,11,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,12,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,12,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,12,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,12,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,12,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,12,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,12,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,13,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,13,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,13,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,13,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,13,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,13,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,13,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,14,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,14,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,14,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,14,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,14,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,14,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,14,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,15,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,15,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,15,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,15,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,15,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,15,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,15,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,16,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,16,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,16,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,16,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,16,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,16,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,16,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,17,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,17,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,17,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,17,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,17,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,17,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,17,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,18,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,18,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,18,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,18,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,18,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,18,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,18,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,19,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,19,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,19,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,19,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,19,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,19,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,19,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,20,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,20,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,20,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,20,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,20,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,20,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,20,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,21,100000,parsimony-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,21,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,21,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,21,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,21,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,21,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,21,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,22,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,22,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,22,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,22,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,22,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,22,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,22,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,23,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,23,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,23,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,23,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,23,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,23,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,23,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,24,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,24,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,24,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,24,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,24,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,24,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,24,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,25,100000,parsimony-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,25,100000,camin-sokal-strict,5,2,2,1,1,0.500000,0.500000,0.500000
5taxa,25,100000,dollo-strict,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,25,100000,astrid-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,25,100000,astral-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,25,100000,mdc-bp,5,2,2,0,0,0.000000,0.000000,0.000000
5taxa,25,100000,mdc-bp-ur,5,2,2,0,0,0.000000,0.000000,0.000000
6taxa,1,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,1,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,1,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,1,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,1,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,1,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,1,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,2,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,2,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,2,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,2,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,2,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,2,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,2,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,3,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,3,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,3,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,3,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,3,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,3,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,3,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,4,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,4,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,4,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,4,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,4,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,4,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,4,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,5,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,5,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,5,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,5,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,5,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,5,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,5,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,6,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,6,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,6,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,6,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,6,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,6,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,6,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,7,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,7,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,7,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,7,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,7,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,7,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,7,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,8,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,8,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,8,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,8,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,8,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,8,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,8,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,9,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,9,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,9,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,9,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,9,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,9,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,9,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,10,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,10,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,10,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,10,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,10,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,10,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,10,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,11,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,11,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,11,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,11,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,11,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,11,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,11,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,12,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,12,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,12,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,12,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,12,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,12,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,12,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,13,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,13,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,13,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,13,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,13,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,13,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,13,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,14,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,14,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,14,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,14,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,14,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,14,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,14,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,15,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,15,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,15,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,15,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,15,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,15,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,15,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,16,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,16,100000,camin-sokal-strict,6,3,3,2,2,0.666667,0.666667,0.666667
6taxa,16,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,16,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,16,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,16,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,16,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,17,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,17,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,17,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,17,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,17,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,17,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,17,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,18,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,18,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,18,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,18,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,18,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,18,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,18,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,19,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,19,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,19,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,19,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,19,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,19,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,19,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,20,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,20,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,20,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,20,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,20,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,20,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,20,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,21,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,21,100000,camin-sokal-strict,6,3,3,2,2,0.666667,0.666667,0.666667
6taxa,21,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,21,100000,astrid-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,21,100000,astral-bp,6,3,3,0,0,0.000000,0.000000,0.000000
6taxa,21,100000,mdc-bp,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,21,100000,mdc-bp-ur,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,22,100000,parsimony-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,22,100000,camin-sokal-strict,6,3,3,1,1,0.333333,0.333333,0.333333
6taxa,22,100000,dollo-strict,6,3,3,0,0,0.000000,0.000000,0.000000
